asset_id,file,created_at,creator,service_and_plan,input_sources,prompt_or_brief,output_reference,terms_url,attribution_required,human_edits,release_status,notes
ART-UI-010,docs/art/concepts/kitchen_order_ticket_marker_sv1_unity_game_preview_v1.png,2026-09-12,OpenAI Codex code-native Unity presentation,Unity 6000.3.24f1 local,"ART-UI-009; ART-ANIM-003; user visual review",docs/art/VISUAL_DEVELOPMENT_ROUND_31.md#2-実装ブリーフ,"Assets/_CookedOut/Scripts/Presentation/PlayerFeedbackVisuals.cs; Assets/_CookedOut/Scripts/Presentation/WorldItems.cs; Assets/_CookedOut/Scripts/Presentation/KitchenHudVisuals.cs; Assets/_CookedOut/Scripts/Presentation/DeliveryBikeController.cs; Assets/_CookedOut/Scripts/Presentation/TutorialSceneBootstrap.cs",not applicable,no,"created visual-only dash smoke puffs; enlarged the player ring; completed the clear container lid; resized ticket photos; replaced brake semantics and icon with reverse and a down arrow; captured Unity Game view; no pixel edits",implementation-candidate,"Feedback order-ticket container and delivery-control revision; screenshot SHA-256 d77feae0fd7be1fe5037404a683ee0a046b869e5e0d494fbf389cb9288d4ecdf; PlayerFeedbackVisuals SHA-256 794cdc8753978b5b07ddf4c4da3ed18a26ee197256b6f83255ccf0f4b6d95bc1; DeliveryBikeController SHA-256 2652dae758f2beb6fb9edd652fa149184d4c64de203ec9e5c1f756b4ecab3e95; KitchenHudVisuals SHA-256 fbf043389965df57f772e9e4f84a3692a3cbd27c6691232b384acb287b6069da; WorldItems SHA-256 b0c03b042ad8cdf4e70cfe8e7a71c9ffbc05db16995fe5099fba6b0abef7b283; EditMode 44/44 and PlayMode 49/49 passed; EditMode XML SHA-256 c8cf7cdedb2c4161e566e5af07b99629e8dc1a8a025fddf94b299f6e66cd2a94; PlayMode XML SHA-256 b01ebfc96a1e1caf8490a264b702da1ebaeda9bf8ba7a1025da45f4b19b33aac; evidence only and not a shipping texture"
ART-ANIM-004,Assets/_CookedOut/Scripts/Presentation/ChoppingKnifeMotion.cs,2026-09-12,OpenAI Codex code-native Unity presentation,Unity 6000.3.24f1 local,ART-ANIM-003,docs/art/VISUAL_DEVELOPMENT_ROUND_32.md#2-実装ブリーフ,"Assets/_CookedOut/Scripts/Presentation/ChoppingKnifeMotion.cs; Assets/_CookedOut/Tests/PlayMode/TutorialSceneIntegrationTests.cs",not applicable,no,"reduced maximum vertical knife lift from 1.50 to 1.00 metres; retained player-facing alignment 100-degree rotation and 3.0-second chop time; synchronized the visual cycle with the authoritative chop interval; updated the focused regression expectation; no mesh prefab or pixel edits",implementation-candidate,"Two-thirds chopping amplitude; Unity motion SHA-256 dd589450f7300acbb09bf0043395b4b1a069bc2780df5b0a431314095379e9df; focused PlayMode result XML SHA-256 323b2122cb30f8b14ba75fc4d1dad9f8941de7c86e754779def12cc5614ac406; focused PlayMode 1/1 passed; Blender FBX Resources prefabs colliders Item Anchor and grid unchanged"
ART-EQUIP-013,docs/art/concepts/kitchen_hotel_stainless_sv1_blender_preview_v4.png,2026-09-12,OpenAI Codex procedural Blender script and Unity presentation code,"Blender 5.2.1 LTS local; Unity 6000.3.24f1 local","ART-EQUIP-011; ART-EQUIP-012; user visual review",docs/art/VISUAL_DEVELOPMENT_ROUND_33.md,"art-source/kitchen/KitchenProductionAssets.blend; Assets/_CookedOut/Art/KitchenProduction/Models/IngredientCrate.fbx; Assets/_CookedOut/Art/KitchenProduction/Models/ChoppingBoard.fbx; Assets/_CookedOut/Art/Resources/KitchenProduction",https://www.blender.org/about/license/,verify before release,"rebuilt ingredient source as a grounded sliding-glass freezer; overlapped knife blade and handle; added URP transparent glass material; regenerated 20 FBX and Unity prefabs; no manual pixel edits",implementation-candidate,"Freezer and connected idle-knife revision; preview SHA-256 83dc43ea53b028b1aa631f1abd21a4e81fae65de5186e5a0644ad67802c78b00; Blender source SHA-256 a5e2b430a5f408e2a44b301df0560df8ee66a857f241bb1b0b90a5ce8d6c94a0; generator SHA-256 5db48d67d4d6fd64641fb4c56623d2979c4079485e6e1fcfee67ec6ee89c22b2; IngredientCrate FBX SHA-256 3af77c0f99a8f34ce04230e3ba73f1452bb9769993c1407fe95eeb11c793f31c; ChoppingBoard FBX SHA-256 d097315fc7da005aea45cc0ba2e70cf087090464799aa2989b877516d8889fda; EditMode 44/44 and PlayMode 49/49 passed"
ART-UI-011,Assets/_CookedOut/Scripts/Presentation/KitchenHudVisuals.cs,2026-09-12,OpenAI Codex code-native Unity presentation,Unity 6000.3.24f1 local,"ART-UI-010; ART-EQUIP-013; user visual review",docs/art/VISUAL_DEVELOPMENT_ROUND_34.md#2-implementation-brief,"Assets/_CookedOut/Scripts/Presentation/KitchenHudVisuals.cs; Assets/_CookedOut/Scripts/Presentation/TutorialSceneBootstrap.cs; Assets/_CookedOut/Scripts/Presentation/WorldItems.cs",not applicable,no,"resized the pot process silhouette to 84 px; reduced ingredient-source photos to 80 percent; doubled prepared-content badges and arranged them across two rows; added a recessed empty-pot cavity; no bitmap edits",implementation-candidate,"Nonverbal scale and cookware-readability revision; KitchenHudVisuals SHA-256 163b55e7099142ded62f76f26e9676eaa5b221df4b4b00e1caea9cc0e46188dd; TutorialSceneBootstrap SHA-256 1c3974ca296a4a6e315ebf12c176acd8e8ea0a90dad91904d38bb0b467a91750; WorldItems SHA-256 c500ef9d1b7fd4d48bfbc995a36cdc91a617441135b43b7b4119460668c7c17f; focused PlayMode 6/6 passed"
ART-EQUIP-014,docs/art/concepts/kitchen_knife_pot_ui_refinement_sv1_blender_preview_v1.png,2026-09-12,OpenAI Codex procedural Blender script and Unity presentation code,"Blender 5.2.1 LTS local; Unity 6000.3.24f1 local","ART-EQUIP-012; ART-EQUIP-013; user-supplied knife reference",docs/art/VISUAL_DEVELOPMENT_ROUND_34.md#4-authoring-prompt--procedural-brief,"art-source/kitchen/KitchenProductionAssets.blend; Assets/_CookedOut/Art/KitchenProduction/Models/ChoppingBoard.fbx; Assets/_CookedOut/Art/Resources/KitchenProduction/ChoppingBoard.prefab",https://www.illust-box.jp/db_img/sozai/00019/192427/watermark.jpg,verify before release,"authored an original broad chef-knife mesh with rounded turquoise handle bright blade facet and bolster; regenerated 20 FBX and rebuilt 20 Unity prefabs; no tracing texture extraction watermark reuse or manual pixel edits",implementation-candidate,"Toy chef-knife readability revision; preview SHA-256 ea74d2b0335ea12d626af00b1bf937553c34fce7be7a84133a9ed5e4ed5b0b7d; Blender source SHA-256 a783c3ba4077635c31177568e9d124f2f26d21f8e7c7ae11a2b8a968483cf06e; generator SHA-256 adf82c5ca89b33d3f5da54b7332b5150e68ff7ced8a8ac9ada18787075397e83; ChoppingBoard FBX SHA-256 c46fcc561268ea64aa6f1a0f1220bf90ca3def3d91a42ed92f594606335cd35e; prefab SHA-256 7ae5c8131d5c24fc4f6a58f1c337a17bd899ba3f883bd442da96b5948c3b4af1; aggregate 20 FBX SHA-256 8b7b5156292d77c7d32e42f0148fbf4bb69e9f5dcab140280f51f57d42341f3e; Blender license https://www.blender.org/about/license/"
ART-ANIM-005,Assets/_CookedOut/Scripts/Presentation/ChoppingKnifeMotion.cs,2026-09-12,OpenAI Codex code-native Unity presentation,Unity 6000.3.24f1 local,"ART-ANIM-004; ART-EQUIP-014; user visual review",docs/art/VISUAL_DEVELOPMENT_ROUND_34.md#2-implementation-brief,"Assets/_CookedOut/Scripts/Presentation/Stations.cs; Assets/_CookedOut/Scripts/Presentation/ChoppingKnifeMotion.cs; Assets/_CookedOut/Scripts/Presentation/DeliveryBikeController.cs; Assets/_CookedOut/Tests/PlayMode/TutorialSceneIntegrationTests.cs",not applicable,no,"rotated raw carrot 90 degrees only on the chopping board; moved the active knife 0.18 metres toward the camera; restored exact rest pose; reset the returned bike to its authored start position and rotation; no gameplay-grid or recipe edits",implementation-candidate,"Chopping and delivery-return presentation revision; Stations SHA-256 2cf625ac9d05eb7777b53a02921a40f83687b13220e58bc254f89acfd7eaaa9d; ChoppingKnifeMotion SHA-256 a1e2a5a3ed37a9e814ea91a526c6459f234c76c98d2e4f86dfd66fd1953c62ca; DeliveryBikeController SHA-256 cacb2ce5201060fc3b40229aadc3b734dccca15cb8f042d747ce8a95adc181d7; PlayMode tests SHA-256 94761d66732ed7604d4f78553e77f594257a8ba22ec559f1f2c2c6ef15cf179a; focused PlayMode XML SHA-256 9ea27a024d0bd55d9736fd5d59fbb4de3904b7a06d2499389fcaf1017efa54af; EditMode XML SHA-256 12b5eb02d324585be27b9355109ce0357a6ff3badbd98fc60f5e61b777db63ce; EditMode 45/45 and focused PlayMode 6/6 passed; full PlayMode snapshot has two unrelated concurrent beef/pan work-in-progress failures"
ART-UI-012,Assets/_CookedOut/Scripts/Presentation/WorldItems.cs,2026-09-12,OpenAI Codex code-native Unity presentation,Unity 6000.3.24f1 local,"ART-UI-011; existing IngredientSourceCards; user visual review",docs/art/VISUAL_DEVELOPMENT_ROUND_36.md#2-implementation-brief,"Assets/_CookedOut/Art/Resources/IngredientSourceCards; Assets/_CookedOut/Scripts/Presentation/WorldItems.cs; Assets/_CookedOut/Tests/PlayMode/TutorialSceneIntegrationTests.cs",not applicable,no,"replaced procedural prepared-content ingredient symbols and badge geometry with the existing lettuce carrot onion and beef IngredientSourceCards textures; retained the four-card two-row layout; no bitmap edits",implementation-candidate,"Prepared-content source-card reuse; WorldItems SHA-256 339f7aeae83c679baeb1f9d4e877643a72fa5394b258ab82ecde18c40a338044; tests SHA-256 073ec09bb476106a95ff8b93c314cc1e75210b713d576ad39488142319b67ac6; PlayMode 50/50 passed"
ART-ANIM-006,Assets/_CookedOut/Scripts/Presentation/PlayerFeedbackVisuals.cs,2026-09-12,OpenAI Codex code-native Unity presentation,Unity 6000.3.24f1 local,"ART-UI-010; ART-ANIM-005; user visual review",docs/art/VISUAL_DEVELOPMENT_ROUND_36.md#2-implementation-brief,"Assets/_CookedOut/Scripts/Presentation/PlayerFeedbackVisuals.cs; Assets/_CookedOut/Tests/PlayMode/TutorialSceneIntegrationTests.cs",not applicable,no,"removed three cyan straight dash streaks; retained five smoke puffs; increased animated smoke size by 30 percent; parented smoke under the dash effect root; no gameplay-speed edits",implementation-candidate,"Smoke-only dash feedback; PlayerFeedbackVisuals SHA-256 be4195daf3c453a0be98953d4402eeb16612344452df0248e30a229cf08da6ac; PlayMode XML SHA-256 f3c5e0a0bd02117d0441f455521a7053350134931304930dfc302fc71de4de7c; PlayMode 50/50 passed"
ART-EQUIP-015,docs/art/concepts/kitchen_ingredient_cards_dash_knife_sv1_blender_preview_v1.png,2026-09-12,OpenAI Codex procedural Blender script and Unity presentation code,"Blender 5.2.1 LTS local; Unity 6000.3.24f1 local","ART-EQUIP-014; ART-ANIM-005; user visual review",docs/art/VISUAL_DEVELOPMENT_ROUND_36.md#3-procedural-authoring-prompt,"art-source/kitchen/KitchenProductionAssets.blend; Assets/_CookedOut/Art/KitchenProduction/Models/ChoppingBoard.fbx; Assets/_CookedOut/Art/Resources/KitchenProduction/ChoppingBoard.prefab",https://www.blender.org/about/license/,verify before release,"rotated the original knife geometry 90 degrees around its blade-length axis; raised the motion root to rest the cutting edge on the board; matched the code fallback; regenerated 23 FBX and rebuilt 23 Unity prefabs; no manual pixel edits",implementation-candidate,"Upright cutting-edge knife posture; preview SHA-256 90573b37efe4de1beb40813d02e93b200b0637f8774e73aa67a56de56dce0622; Blender source SHA-256 34430e10fb74c675b2e8142d5bae6dd00013f51ede57ac3aaaf916cbfedf00b1; generator SHA-256 a4cfa1cd518a63bc137073a77ff827bc6182a70f32ca93a19a805a841e5c2dc9; ChoppingBoard FBX SHA-256 282c7475e07c822a6390d57870c17299d1d258dd8bac5c26913c77517dd91dae; prefab SHA-256 98bd764e995af5685557bd33afea8541737c14a1e867c9b37524cd8450cb0c42; aggregate 23 FBX SHA-256 78b92ef41f42c26917fc5857f4f4fccc5655b9db5d5ff5c3b7d006b88e5a434b; EditMode XML SHA-256 a4749070c5e79c1b7492a1af4b303d69ffb5361694e9c577e16108772b724152; EditMode 45/45 passed"
ART-UI-013,Assets/_CookedOut/Scripts/Presentation/WorldItems.cs,2026-09-12,OpenAI Codex code-native Unity presentation,Unity 6000.3.24f1 local,"ART-UI-012; ART-ANIM-006; user visual review",docs/art/VISUAL_DEVELOPMENT_ROUND_37.md#2-実装ブリーフ,"Assets/_CookedOut/Scripts/Presentation/WorldItems.cs; Assets/_CookedOut/Scripts/Presentation/ChoppingKnifeMotion.cs; Assets/_CookedOut/Scripts/Presentation/Stations.cs; Assets/_CookedOut/Tests/PlayMode/TutorialSceneIntegrationTests.cs",not applicable,no,"hid the resting knife whenever the chopping board contains an ingredient; displayed every prepared-content source card above the complete rendered object; reduced cards to 0.62 metres and arranged them on a non-overlapping 0.68-metre grid; reused existing IngredientSourceCards; no bitmap mesh prefab collider anchor grid or recipe edits",implementation-candidate,"Prepared-content separation revision; WorldItems SHA-256 a76b2ab73979eb309114faafb70f29901457f37bf70587e080cb685b1fbb55f2; ChoppingKnifeMotion SHA-256 1d437af02d43cfb8df605daa0821835ce187877ec55c4631e0af4325545b4cbb; Stations SHA-256 de551f2d0aa5fa61ab346f91e452414e70727e96ee6fb1f8e3e0712d1ccc6342; tests SHA-256 292f927caf27b8f010e1d9419ac2dbcba65f1a896c297cc9b7b098b42d29de15; EditMode XML SHA-256 b3beb7af805c14e2fc49115753dae36665ee692562cbd581ed99950a74da65f1; PlayMode XML SHA-256 a4f693ed5fc3ee77f08e20f48b562862442572de54ca55bd21d070837fb1ce94; EditMode 45/45 and PlayMode 50/50 passed"
ART-ANIM-007,Assets/_CookedOut/Scripts/Presentation/ChoppingKnifeMotion.cs,2026-09-12,OpenAI Codex code-native Unity presentation,Unity 6000.3.24f1 local,"ART-ANIM-005; ART-UI-013; user visual review",docs/art/VISUAL_DEVELOPMENT_ROUND_38.md#2-実装ブリーフ,"Assets/_CookedOut/Scripts/Presentation/ChoppingKnifeMotion.cs; Assets/_CookedOut/Tests/PlayMode/TutorialSceneIntegrationTests.cs",not applicable,no,"kept the resting knife hidden on an occupied board; temporarily restored the established player-facing lift and cut animation only while work advances; hid it again after settling or completion; no mesh prefab collider anchor grid recipe or timing edits",implementation-candidate,"Occupied-board active knife revision; ChoppingKnifeMotion SHA-256 4a974b9a5f65669e8d70ec9bec6839dc65da6a7d0b8eb85f116dfcc85db524d3; tests SHA-256 b99ad5519644587a4cb81c9932d091094c07f7e400ef390b0ea00b5f6731370a; EditMode XML SHA-256 5334d04cf605643c751cd11c994c6fd8d71c15129b87d9816af12cea69e24489; PlayMode XML SHA-256 3bbf6aa14cb841b07c717a0cda56544dfb9b76145acf9cace6407acbdd19cc89; EditMode 45/45 and PlayMode 50/50 passed"
ART-UI-014,Assets/_CookedOut/Scripts/Presentation/WorldItems.cs,2026-09-12,OpenAI Codex code-native Unity presentation,Unity 6000.3.24f1 local,"ART-UI-013; user visual review",docs/art/VISUAL_DEVELOPMENT_ROUND_39.md#2-実装ブリーフ,"Assets/_CookedOut/Scripts/Presentation/WorldItems.cs; Assets/_CookedOut/Tests/PlayMode/TutorialSceneIntegrationTests.cs",not applicable,no,"camera-aligned every prepared-content IngredientSourceCard in world rotation and grid position; counter-rotated player held-item and station parent transforms; retained card size spacing height source textures and gameplay data; no bitmap mesh prefab collider anchor grid or recipe edits",implementation-candidate,"Player-direction-independent ingredient-card orientation; WorldItems SHA-256 dc23a9611f02d170c13e7bec2e4c1e896c87b27529e349ec3bd767f2e960499a; tests SHA-256 a1659b2ad1f2631eda16c0da2bbcce248c0fbea6075b40280b9f69807da2b861; EditMode XML SHA-256 c679e941b6b5f6cccf09612ea38d3b8fe2fbd31b46f7e4b9a366b9c31b161421; PlayMode XML SHA-256 6f106b8db930c6dd012397f5de9cac8ef2f91c3e06f8b105e3e73c3ff4ff5db2; EditMode 45/45 and PlayMode 50/50 passed"
ART-UI-015,docs/art/concepts/tutorial_fire_extinguisher_card_sv1_round36_v1.png,2026-09-12,OpenAI image generation via Codex,built-in image generation,text only,docs/art/VISUAL_DEVELOPMENT_ROUND_40.md#消火器,/Users/takuto/.codex/generated_images/01a08c10-4872-7081-bc6a-f4a8c8c7c0d0/exec-4b660bd7-3d7d-4630-b372-c42fffa07b82.png,https://openai.com/policies/service-terms/,verify before release,"resized to 512x512 for Unity; no content edits",implementation-candidate,"Tutorial fire-extinguisher nonverbal card; SHA-256 bcba4275cee5fb6f2a8a55555dcc342e38c2d578059ec97bafceb2f9eba0dd3f"
ART-UI-016,docs/art/concepts/tutorial_clean_plate_card_sv1_round36_v1.png,2026-09-12,OpenAI image generation via Codex,built-in image generation,text only,docs/art/VISUAL_DEVELOPMENT_ROUND_40.md#清潔な再利用皿,/Users/takuto/.codex/generated_images/01a08c10-4872-7081-bc6a-f4a8c8c7c0d0/exec-f69d9c9d-bde3-4b4e-9ba5-a528abbdd83d.png,https://openai.com/policies/service-terms/,verify before release,"resized to 512x512 for Unity; no content edits",implementation-candidate,"Tutorial clean reusable plate nonverbal card; SHA-256 f14746ee32d6a4122ff3d58e6d54a5994d825740961fff468bab6d7927695375"
ART-UI-017,docs/art/concepts/tutorial_dirty_plate_card_sv1_round36_v1.png,2026-09-12,OpenAI image generation via Codex,built-in image generation,text only,docs/art/VISUAL_DEVELOPMENT_ROUND_40.md#汚れ皿,/Users/takuto/.codex/generated_images/01a08c10-4872-7081-bc6a-f4a8c8c7c0d0/exec-a07cadda-1691-4641-8fb1-ff13712b157e.png,https://openai.com/policies/service-terms/,verify before release,"resized to 512x512 for Unity; no content edits",implementation-candidate,"Tutorial dirty returned plate nonverbal card; SHA-256 0b290bc4a70fb92c298e4f221cf64878312098bc480b99c67146a623e66baa48"
ART-UI-018,docs/art/concepts/tutorial_courier_delivery_card_sv1_round36_v1.png,2026-09-12,OpenAI image generation via Codex,built-in image generation,text only,docs/art/VISUAL_DEVELOPMENT_ROUND_40.md#配達代行,/Users/takuto/.codex/generated_images/01a08c10-4872-7081-bc6a-f4a8c8c7c0d0/exec-43910ea0-7e15-4a26-92f7-c1dde24a9a13.png,https://openai.com/policies/service-terms/,verify before release,"resized to 512x512 for Unity; no content edits",implementation-candidate,"Tutorial courier pickup nonverbal card; SHA-256 69c27b52c9fd37199410a58cdd14726a4b0480e5485cc8a1358918bd1b2be935"
ART-EQUIP-016,docs/art/concepts/kitchen_hotel_stainless_sv1_blender_preview_v4.png,2026-09-12,OpenAI Codex procedural Blender script and Unity presentation code,"Blender 5.2.1 LTS local; Unity 6000.3.24f1 local","ART-EQUIP-015; ART-UI-015 through ART-UI-018; tutorial specifications",docs/art/VISUAL_DEVELOPMENT_ROUND_40.md#1-実装内容,"art-source/kitchen/KitchenProductionAssets.blend; Assets/_CookedOut/Art/KitchenProduction/Models; Assets/_CookedOut/Art/Resources/KitchenProduction",https://www.blender.org/about/license/,verify before release,"added seven original chunky 3D equipment models; authored fire foam dishwashing courier and dynamic-connector runtime animations; rebuilt and validated 30 prefabs",implementation-candidate,"Tutorial 1-6 through 1-8 equipment set; preview SHA-256 a14a45ec37e8a75c471e83c42b9c5504b7ea1728d44dd4ee1b2a0ddd33a30593; Blender source SHA-256 1b20faab7fbecfc82319fa9d0b5897e2f5c37600c8e38de37e8431013fa5bc5e; EditMode 52/52 and PlayMode 53/53 passed"
ART-INGREDIENT-007,docs/art/concepts/kitchen_food_card_matched_sv1_blender_preview_v1.png,2026-09-12,OpenAI Codex procedural Blender script,"Blender 5.2.1 LTS local","ART-INGREDIENT-003 through ART-INGREDIENT-006; ingredient_beef_source_card_sv2; user visual review",docs/art/VISUAL_DEVELOPMENT_ROUND_41.md#2-3d制作ブリーフ,"art-source/kitchen/KitchenProductionAssets.blend; Assets/_CookedOut/Art/KitchenProduction/Models; Assets/_CookedOut/Art/KitchenProduction/Materials; Assets/_CookedOut/Art/Resources/KitchenProduction",https://www.blender.org/about/license/,verify before release,"remodeled raw chopped and cooked ingredient silhouettes to carry the approved cards' large veins grooves skin ribs coarse edges fat streaks and grill marks; added three shared materials; regenerated 30 FBX and 30 Unity prefabs; no bitmap edits",implementation-candidate,"IngredientSourceCards-matched 3D ingredient set; preview SHA-256 3dcfc768b9594855ec32e1893888e432f6b84b5ab70c73fdae2cfd52951ca654; Blender source SHA-256 ce8da05e9c797da3417dee81c51348bf93c2cbf0646167a7903044bf2a3e0345; generator SHA-256 8f4d5b26dcbd91911b45070212b9a97c7d1649ca11d8656e874a56ad1579de36; 9 food FBX aggregate SHA-256 3ea6d56444d4c37e2299b014a03d0aa925a4d513908f3244d8c47f0952276229; 30 prefab aggregate SHA-256 fe036d608d17ad37b879405283fe4ebd878a3452fc06c91a790e01685387b48b; EditMode 52/52 and PlayMode 54/54 passed"
ART-FOOD-007,Assets/_CookedOut/Scripts/Presentation/WorldItems.cs,2026-09-12,OpenAI Codex code-native Unity presentation,Unity 6000.3.24f1 local,"ART-INGREDIENT-007; ART-FOOD-005; ART-FOOD-006; existing hamburger order card; user visual review",docs/art/VISUAL_DEVELOPMENT_ROUND_41.md#2-3d制作ブリーフ,"Assets/_CookedOut/Scripts/Presentation/WorldItems.cs; Assets/_CookedOut/Art/Resources/KitchenProduction; Assets/_CookedOut/Tests/PlayMode/TutorialSceneIntegrationTests.cs",not applicable,no,"replaced separate primitive food approximations inside incomplete and completed containers with scaled instances of the matching generated ingredient prefabs; lowered completed lettuce below the closed clear lid; retained ingredient lists recipes and gameplay behavior",implementation-candidate,"Card-matched completed-meal presentation; WorldItems SHA-256 d3a7567b1c5999b6ce5c3eb1db41ad1b5c8b142d17e640cd950573e773df81ac; tests SHA-256 6d6e489b05d7a36eb266a1e13c1520b48c54dd43a72733558a6a62d8252bf960; EditMode XML SHA-256 f7cfa59c0140b93d24917acb304289af34dfe4f3cf40a600af7e7be1d58f10c6; PlayMode XML SHA-256 4ba87da4677878e6ff18de142d93f251130b94ab48201d1e1a34df8c5f329d56; EditMode 52/52 and PlayMode 54/54 passed"
ART-UI-020,Assets/_CookedOut/Scripts/Presentation/WorldItems.cs,2026-09-12,OpenAI Codex code-native Unity presentation,Unity 6000.3.24f1 local,"ART-UI-013; ART-UI-014; ART-INGREDIENT-007; existing IngredientSourceCards; user visual review",docs/art/VISUAL_DEVELOPMENT_ROUND_43.md#2-実装ブリーフ,"Assets/_CookedOut/Scripts/Presentation/WorldItems.cs; Assets/_CookedOut/Shaders/CircularIngredientCard.shader; Assets/_CookedOut/Tests/PlayMode/TutorialSceneIntegrationTests.cs",not applicable,no,"raised processed-content indicators from 0.55 to 0.78 metres above the complete rendered item; enlarged the quad from 0.62 to 0.70 metres; zoomed the existing source-card photograph to 1.12; preserved an approximately 0.60-metre warm-white circle while allowing only detected ingredient pixels to extend slightly beyond it; retained camera alignment and the maximum 2x2 layout; no bitmap recipe collider anchor grid or gameplay edits",implementation-candidate,"High-clearance tightly filled prepared-content indicators; WorldItems SHA-256 c07c99e6af588e331e77c3780caae51d3a6fb26a82c923f8f0c13172c631b7e1; shader SHA-256 31f8612be364751893bab5dd8ae92b94dd7d2c58bd0344196bcfc73966e7c42c; tests SHA-256 86072f8718e7825c6f1486f22841b73f30ec00114279058ff4bd8a36ae7d6b34; EditMode XML SHA-256 b7a8e1f9b10042c337bc72550fd7ed8c2ac1de25fd48adb2ec24e74c10e9867d; PlayMode XML SHA-256 0f2e645fc2648010e2980eff57e1ec1b517426aca61a953268595ac6a92cf35b; EditMode 52/52 and PlayMode 54/54 passed"
ART-EQUIP-017,docs/art/concepts/kitchen_gas_stove_pot_camera_sv1_blender_preview_v1.png,2026-09-12,OpenAI Codex procedural Blender script and Unity presentation code,"Blender 5.2.1 LTS local; Unity 6000.3.24f1 local","ART-EQUIP-016; ART-INGREDIENT-007; user visual review",docs/art/VISUAL_DEVELOPMENT_ROUND_42.md#2-制作実装ブリーフ,"art-source/kitchen/KitchenProductionAssets.blend; Assets/_CookedOut/Art/KitchenProduction/Models/PotHeatSource.fbx; Assets/_CookedOut/Art/Resources/KitchenProduction/PotHeatSource.prefab; Assets/_CookedOut/Art/KitchenProduction/Materials/MAT_FlameBlue.mat",https://www.blender.org/about/license/,verify before release,"added a blue gas flame ring central burner cap crossed supports outer grate and a visibly recessed empty-pot interior; combined the gas range into one renderer; rebuilt 30 FBX and 30 Unity prefabs; no manual pixel edits",implementation-candidate,"Gas-range and empty-pot readability revision; preview SHA-256 e25cfb6d33c302a20d3f421f47ee9df44421bf74d6974d2bdf619e2ff30aee83; Blender source SHA-256 ce8da05e9c797da3417dee81c51348bf93c2cbf0646167a7903044bf2a3e0345; generator SHA-256 8f4d5b26dcbd91911b45070212b9a97c7d1649ca11d8656e874a56ad1579de36; 30 FBX aggregate SHA-256 cdc8d0b654170711502f5d16096aa10847b6cb831748916bbe65bbc17257476a; 30 prefab aggregate SHA-256 fe036d608d17ad37b879405283fe4ebd878a3452fc06c91a790e01685387b48b; colliders Item Anchor grid and recipes unchanged"
ART-UI-019,docs/art/concepts/kitchen_scale_shadow_stove_sv1_unity_game_preview_v1.png,2026-09-12,OpenAI Codex code-native Unity presentation,Unity 6000.3.24f1 local,"ART-EQUIP-017; ART-UI-014; authoritative control contracts; user visual review",docs/art/VISUAL_DEVELOPMENT_ROUND_42.md#2-制作実装ブリーフ,"Assets/_CookedOut/Scripts/Presentation/TutorialSceneBootstrap.cs; Assets/_CookedOut/Scripts/Presentation/KitchenArt.cs; Assets/_CookedOut/Scripts/Presentation/WorldItems.cs",not applicable,no,"set the fixed kitchen camera to 42.6 degree FOV and 1.35 metre aim height; reduced main-light shadow strength to 0.38; captured Tutorial_1_2 Game view; no pixel edits",implementation-candidate,"Kitchen-scale lighting and gas-range integration evidence; screenshot SHA-256 7c4d0eda52b5d8e1371e544b879719e4ff1997630905c1949e36d5e08f2138e4; evidence only and not a shipping texture; entire kitchen HUD joystick and action controls remain visible"
ART-CHAR-013,Assets/_CookedOut/Art/Resources/Characters/CapybaraChef.prefab,2026-09-12,OpenAI Codex Unity prefab integration,Unity 6000.3.24f1 local,"ART-CHAR-012; iPhone debug transparency report",docs/art/VISUAL_DEVELOPMENT_ROUND_42.md#2-制作実装ブリーフ,"Assets/_CookedOut/Scripts/Editor/CapybaraProductionPrefabBuilder.cs; Assets/_CookedOut/Scripts/Presentation/AnimalChefVisual.cs; Assets/_CookedOut/Art/Resources/Characters/CapybaraChef.prefab",not applicable,no,"disabled dithered LOD cross-fade; normalized all character materials to opaque alpha one with depth writes; rebuilt the Resources prefab; no mesh texture rig or animation edits",implementation-candidate,"iOS Metal character-opacity revision; Prefab LOD fade mode 0; builder SHA-256 a6743f51f2462819c811696c76b321d58f437aab980731b1ab94ce8762a8a13f; runtime validator SHA-256 42579048334dff14b56cc828e57550ec6653c29355fe3f9f502fc5d27b6678d6; Unity Game view opaque; unsigned Debug iphoneos arm64 build succeeded; physical-device visual confirmation pending"
